"","Country.Name","Country.Code","MMR_Level","AFR_Level","Growth_Level","Participation_Level","PC_Level","Savings_Level","HIVW_Level","HIV_Total_Level","Edu_Level","MMR_Level_score","AFR_Level_score","Growth_Level_score","Participation_Level_score","PC_Level_score","Savings_Level_score","HIVW_Level_score","HIV_Total_Level_score","Edu_Level_score","composite_score","weighted_score","score_group","weighted_group"
"440","Singapore","SGP","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,2,2,3,3,3,3,2.55555555555556,2.45,"High","High"
"441","Sint Maarten (Dutch part)","SXM","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"442","Sint Maarten (Dutch part)","SXM","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"443","Slovak Republic","SVK","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,1,2,3,3,3,2.44444444444444,2.3,"High","High"
"444","Slovak Republic","SVK","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,1,2,3,3,3,2.33333333333333,2.2,"Medium","Medium"
"445","Slovenia","SVN","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"446","Slovenia","SVN","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"447","Small states","SST","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","High prevalence","Medium education",3,3,1,2,1,2,2,1,2,1.88888888888889,1.95,"Low","Medium"
"448","Small states","SST","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","High prevalence","Medium education",3,3,1,2,1,2,2,1,2,1.88888888888889,1.95,"Low","Medium"
"449","Solomon Islands","SLB","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,3,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"450","Solomon Islands","SLB","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,3,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"451","Somalia","SOM","High MMR","High AFR","Medium growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,2,1,1,2,1,3,1,1.44444444444444,1.35,"Low","Low"
"452","Somalia","SOM","High MMR","High AFR","Medium growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,2,1,1,2,1,3,1,1.44444444444444,1.35,"Low","Low"
"453","South Africa","ZAF","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Medium prevalence","Medium education",3,2,1,2,1,2,1,2,2,1.77777777777778,1.85,"Low","Low"
"454","South Africa","ZAF","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Medium prevalence","Medium education",3,2,1,2,1,2,1,2,2,1.77777777777778,1.85,"Low","Low"
"455","South Asia","SAS","Medium MMR","Medium AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,2,2,1,1,3,2,3,1,1.88888888888889,1.8,"Low","Low"
"456","South Asia","SAS","Medium MMR","Medium AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,2,2,1,1,3,2,3,1,1.88888888888889,1.8,"Low","Low"
"457","South Asia (IDA & IBRD)","TSA","Medium MMR","Medium AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,2,2,1,1,3,2,3,1,1.88888888888889,1.8,"Low","Low"
"458","South Asia (IDA & IBRD)","TSA","Medium MMR","Medium AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",2,2,2,1,1,3,2,3,1,1.88888888888889,1.8,"Low","Low"
"459","South Sudan","SSD","High MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,1,3,1,2,1,3,1,1.55555555555556,1.4,"Low","Low"
"460","South Sudan","SSD","High MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",1,1,1,3,1,2,1,3,1,1.55555555555556,1.4,"Low","Low"
"461","Spain","ESP","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"462","Spain","ESP","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"463","Sri Lanka","LKA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,1,3,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"464","Sri Lanka","LKA","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,1,1,3,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"465","St. Kitts and Nevis","KNA","Low MMR","Medium AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,2,2,3,3,2,2.22222222222222,2.15,"Medium","Medium"
"466","St. Kitts and Nevis","KNA","Low MMR","Medium AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,2,2,3,3,2,2.22222222222222,2.15,"Medium","Medium"
"467","St. Lucia","LCA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,1,2,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"468","St. Lucia","LCA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,1,2,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"469","St. Martin (French part)","MAF","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"470","St. Martin (French part)","MAF","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"471","St. Vincent and the Grenadines","VCT","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"472","St. Vincent and the Grenadines","VCT","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,2,2,3,2,2,1.95,"Low","Medium"
"473","Sub-Saharan Africa","SSF","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"474","Sub-Saharan Africa","SSF","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"475","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Medium MMR","High AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,2,1,2,1,1,1,1.33333333333333,1.4,"Low","Low"
"476","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Medium MMR","High AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,2,1,2,1,1,1,1.33333333333333,1.4,"Low","Low"
"477","Sub-Saharan Africa (IDA & IBRD)","TSS","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"478","Sub-Saharan Africa (IDA & IBRD)","TSS","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"479","Sub-Saharan Africa (excluding high income)","SSA","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"480","Sub-Saharan Africa (excluding high income)","SSA","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,1,3,1,2,1,1,1,1.44444444444444,1.5,"Low","Low"
"481","Sudan","SDN","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,1,1,2,1,3,1,1.55555555555556,1.5,"Low","Low"
"482","Sudan","SDN","Medium MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,1,1,2,1,3,1,1.55555555555556,1.5,"Low","Low"
"483","Suriname","SUR","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,2,1,2,1,3,2,3,1,2,1.95,"Low","Medium"
"484","Suriname","SUR","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,2,1,2,1,3,2,3,1,2,1.95,"Low","Medium"
"485","Sweden","SWE","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"486","Sweden","SWE","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"487","Switzerland","CHE","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
"488","Switzerland","CHE","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","High savings","Low share","Low prevalence","High education",3,3,1,3,2,3,3,3,3,2.66666666666667,2.55,"High","High"
"489","Syrian Arab Republic","SYR","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"490","Syrian Arab Republic","SYR","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"491","Tajikistan","TJK","Low MMR","Low AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,3,2,1,1,3,2,3,1,2.11111111111111,2.1,"Medium","Medium"
"492","Tajikistan","TJK","Low MMR","Low AFR","Medium growth","Low participation","Low GDPpc","High savings","Medium share","Low prevalence","Low education",3,3,2,1,1,3,2,3,1,2.11111111111111,2.1,"Medium","Medium"
"493","Tanzania","TZA","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","High savings","High share","High prevalence","Low education",2,1,2,3,1,3,1,1,1,1.66666666666667,1.75,"Low","Low"
"494","Tanzania","TZA","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","High savings","High share","High prevalence","Low education",2,1,2,3,1,3,1,1,1,1.66666666666667,1.75,"Low","Low"
"495","Thailand","THA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,3,1,3,1,3,2,3,2,2.33333333333333,2.25,"Medium","High"
"496","Thailand","THA","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,3,1,3,1,3,2,3,2,2.33333333333333,2.25,"Medium","High"
"497","Timor-Leste","TLS","Medium MMR","Low AFR","Medium growth","High participation","Low GDPpc","Low savings","Medium share","Low prevalence","Low education",2,3,2,3,1,1,2,3,1,2,1.9,"Low","Medium"
"498","Timor-Leste","TLS","Medium MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Low savings","Medium share","Low prevalence","Low education",2,3,2,2,1,1,2,3,1,1.88888888888889,1.8,"Low","Low"
"499","Togo","TGO","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"500","Togo","TGO","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"501","Tonga","TON","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"502","Tonga","TON","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"503","Trinidad and Tobago","TTO","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","High share","Low prevalence","Medium education",3,3,1,2,2,2,1,3,2,2.11111111111111,2.15,"Medium","Medium"
"504","Trinidad and Tobago","TTO","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","High share","Low prevalence","Medium education",3,3,1,2,2,2,1,3,2,2.11111111111111,2.15,"Medium","Medium"
"505","Tunisia","TUN","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,1,1,2,2,3,2,2,1.95,"Low","Medium"
"506","Tunisia","TUN","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,1,1,2,2,3,2,2,1.95,"Low","Medium"
"507","Turkiye","TUR","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"508","Turkiye","TUR","Low MMR","Low AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,3,1,1,1,2,3,3,1,2,1.9,"Low","Low"
"509","Turkmenistan","TKM","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,2,2,1,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"510","Turkmenistan","TKM","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,2,2,1,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"511","Turks and Caicos Islands","TCA","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"512","Turks and Caicos Islands","TCA","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"513","Tuvalu","TUV","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,1,3,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"514","Tuvalu","TUV","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,1,3,3,3,2,2.33333333333333,2.2,"Medium","Medium"
"515","Uganda","UGA","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,2,3,1,2,1,1,1,1.55555555555556,1.65,"Low","Low"
"516","Uganda","UGA","Medium MMR","High AFR","Medium growth","High participation","Low GDPpc","Medium savings","High share","High prevalence","Low education",2,1,2,3,1,2,1,1,1,1.55555555555556,1.65,"Low","Low"
"517","Ukraine","UKR","Low MMR","Low AFR","Low growth","High participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,3,1,2,2,3,2,2.22222222222222,2.15,"Medium","Medium"
"518","Ukraine","UKR","Low MMR","Low AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Medium share","Low prevalence","Medium education",3,3,1,2,1,2,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"519","United Arab Emirates","ARE","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,2,3,3,3,2,2.44444444444444,2.35,"High","High"
"520","United Arab Emirates","ARE","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,1,2,2,3,3,3,2,2.44444444444444,2.35,"High","High"
"521","United Kingdom","GBR","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"522","United Kingdom","GBR","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"523","United States","USA","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,3,2,2,3,3,3,2.55555555555556,2.45,"High","High"
"524","United States","USA","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","High education",3,3,1,2,2,2,3,3,3,2.44444444444444,2.35,"High","High"
"525","Upper middle income","UMC","Low MMR","Low AFR","Medium growth","High participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,3,1,3,3,3,2,2.55555555555556,2.45,"High","High"
"526","Upper middle income","UMC","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,2,1,3,3,3,2,2.44444444444444,2.35,"High","High"
"527","Uruguay","URY","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,3,1,2,3,3,2,2.22222222222222,2.1,"Medium","Medium"
"528","Uruguay","URY","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"529","Uzbekistan","UZB","Low MMR","Low AFR","Medium growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,3,2,2,1,3,2,3,2,2.33333333333333,2.3,"Medium","High"
"530","Uzbekistan","UZB","Low MMR","Low AFR","Medium growth","High participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,3,2,3,1,3,2,3,2,2.44444444444444,2.4,"High","High"
"531","Vanuatu","VUT","Low MMR","Medium AFR","Low growth","High participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,2,1,3,1,3,2,3,2,2.22222222222222,2.15,"Medium","Medium"
"532","Vanuatu","VUT","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","High savings","Medium share","Low prevalence","Medium education",3,2,1,2,1,3,2,3,2,2.11111111111111,2.05,"Medium","Medium"
"533","Venezuela, RB","VEN","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"534","Venezuela, RB","VEN","Low MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,2,1,2,1,2,3,3,2,2.11111111111111,2,"Medium","Medium"
"535","Viet Nam","VNM","Low MMR","Low AFR","Medium growth","High participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,3,1,3,3,3,2,2.55555555555556,2.45,"High","High"
"536","Viet Nam","VNM","Low MMR","Low AFR","Medium growth","High participation","Low GDPpc","High savings","Low share","Low prevalence","Medium education",3,3,2,3,1,3,3,3,2,2.55555555555556,2.45,"High","High"
"537","Virgin Islands (U.S.)","VIR","Low MMR","Low AFR","Low growth","High participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,3,2,2,3,3,2,2.44444444444444,2.35,"High","High"
"538","Virgin Islands (U.S.)","VIR","Low MMR","Low AFR","Low growth","Medium participation","Medium GDPpc","Medium savings","Low share","Low prevalence","Medium education",3,3,1,2,2,2,3,3,2,2.33333333333333,2.25,"Medium","Medium"
"539","West Bank and Gaza","PSE","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"540","West Bank and Gaza","PSE","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"541","World","WLD","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"542","World","WLD","Medium MMR","Medium AFR","Low growth","Medium participation","Low GDPpc","Medium savings","High share","Low prevalence","Low education",2,2,1,2,1,2,1,3,1,1.66666666666667,1.6,"Low","Low"
"543","Yemen, Rep.","YEM","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"544","Yemen, Rep.","YEM","Low MMR","Medium AFR","Low growth","Low participation","Low GDPpc","Medium savings","Low share","Low prevalence","Low education",3,2,1,1,1,2,3,3,1,1.88888888888889,1.8,"Low","Low"
"545","Zambia","ZMB","Low MMR","High AFR","Medium growth","Medium participation","Low GDPpc","High savings","High share","Medium prevalence","Low education",3,1,2,2,1,3,1,2,1,1.77777777777778,1.9,"Low","Medium"
"546","Zambia","ZMB","Low MMR","High AFR","Medium growth","Medium participation","Low GDPpc","High savings","High share","Medium prevalence","Low education",3,1,2,2,1,3,1,2,1,1.77777777777778,1.9,"Low","Medium"
"547","Zimbabwe","ZWE","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,1,1,3,1,2,1,2,1,1.55555555555556,1.55,"Low","Low"
"548","Zimbabwe","ZWE","Medium MMR","High AFR","Low growth","High participation","Low GDPpc","Medium savings","High share","Medium prevalence","Low education",2,1,1,3,1,2,1,2,1,1.55555555555556,1.55,"Low","Low"
